-77.41472978045012, -63.79758881588263, -277.76956055140494
-77.34442408920418, -63.768596215599665, -277.83373422751407
-77.27351743192004, -63.73928455844066, -277.89709670828495
-77.20201742195597, -63.70965538558258, -277.9596395558375
-77.12993183827415, -63.67971032437728, -278.02135444912034
-77.05726861932257, -63.649451088305966, -278.0822331894377
-76.98403585690448, -63.61887947690897, -278.14226770558145
-76.91024179005615, -63.587997375694286, -278.20145005857967
-76.8358947989496, -63.55680675603079, -278.2597724460766
-76.76100339881906, -63.52530967501452, -278.31722720637504
-76.68557623393764, -63.493508275319726, -278.37380682214496
-76.60962207165483, -63.46140478503125, -278.4295039238159
-76.53314979649893, -63.42900151745762, -278.4843112926777
-76.45616840436959, -63.3963008709315, -278.53822186369223
-76.37868699681908, -63.36330532859254, -278.59122872804215
-76.30071477544134, -63.33001745815805, -278.6433251354259
-76.2222610363773, -63.2964399116826, -278.6945044961146
-76.14333516494484, -63.262575425306515, -278.74476038278635
-76.06394663121375, -63.228426819345636, -278.79408653165643
-75.98410498207775, -63.19399699680427, -278.84247684566856
-75.90381984009912, -63.15928894473164, -278.8899253933866
