-79.07961963632106, -163.83322771913492, -191.5133696137852
-79.03940292150936, -163.7284094204063, -191.49052360627496
-78.99806725239894, -163.62412431745454, -191.46723857501726
-78.95561825275306, -163.52038588097574, -191.4435182407803
-78.91206173580193, -163.4172074895397, -191.41936638790102
-78.86740370247576, -163.31460242418447, -191.39478686203228
-78.82165033943912, -163.2125838630609, -191.36978356781938
-78.77480801637057, -163.11116487496508, -191.3443604662103
-78.72688328547893, -163.01035841819657, -191.318521573024
-78.67788287656322, -162.91017733024557, -191.29227095514273
-78.627813695677, -162.81063432586512, -191.2656127287118
-78.57668282190195, -162.71174199151983, -191.23855105635897
-78.52449750424918, -162.61351278063714, -191.21109014453435
-78.47126515837999, -162.5159590089844, -191.18323424080106
-78.41699336315271, -162.41909285018727, -191.15498763108857
-78.361689856998, -162.32292633138758, -191.1263546369001
-78.30536253412666, -162.22747132905397, -191.09733961248855
-78.24801944057407, -162.13273956494783, -191.0679469419961
-78.18966877009174, -162.0387426022582, -191.03818103656715
-78.13031885987942, -161.94549184189785, -191.00804633143161
-78.06997818617604, -161.8529985189815, -190.97754728296758
