-4.033898583169693, -101.2700199256185, -191.59515868477234
-4.803264206242996, -101.03685649331231, -191.35495542275345
-5.576233938365709, -100.80953075464535, -191.12080364929736
-6.352716834180452, -100.58807223528497, -190.8927319846515
-7.132621428935737, -100.37250976396922, -190.67076827588718
-7.915855749429133, -100.1628704994066, -190.4549405241846
-8.702327324391934, -99.95917849353125, -190.24527825870706
-9.491943200128432, -99.76145670763924, -190.04181057548402
-10.28460995370624, -99.56972744082618, -189.84456570963505
-11.080233712909173, -99.3840169357583, -189.65356657257448
-11.878720171454233, -99.20435801215498, -189.46882818955456
-12.679974595113457, -99.03078334134182, -189.29036417588034
-13.48390192098396, -98.86331733317184, -189.11819471784156
-14.290406476795262, -98.70194583757609, -188.95237596695432
-15.099392387205102, -98.54669164689568, -188.79292645514508
-15.910763370568691, -98.39758443107975, -188.63985661105605
-16.72442278679547, -98.25465242093549, -188.49317667241095
-17.54027364073622, -98.11791570193117, -188.35290315371884
-18.358218606147908, -97.98738882692392, -188.21905631607777
-19.178160038597, -97.863085456283, -188.0916556788751
-20.0000000026417, -97.74501879525218, -187.970719582554
