9.879196398367908, -218.4870706701946, -207.79298220102928
9.877681958292865, -218.81914361377005, -208.1054574021066
9.876229553784171, -219.14786755961399, -208.42145410308262
9.874854236238487, -219.47318396388923, -208.74095806304527
9.873530051408185, -219.79503602554288, -209.06395172313464
9.872205457151633, -220.11336900630735, -209.39041412584513
9.870892676782649, -220.42813123670453, -209.72032058929062
9.869603619595198, -220.73927376687777, -210.05364304550318
9.868348755833608, -221.04675052312726, -210.3903500979865
9.86713703423693, -221.35051846097258, -210.7304070924505
9.865975809847082, -221.65053770449396, -211.07377620498139
9.864870783286495, -221.94677167062093, -211.42041654705338
9.863825952539813, -222.23918717721006, -211.77028428656678
9.862843578044998, -222.52775454297188, -212.12333279505538
9.861924161623282, -222.8124477082902, -212.47951285930296
9.861066439855756, -223.0932443105115, -212.83877287863373
9.86026739198714, -223.37012571119342, -213.2010590385284
9.859522262089719, -223.64307700281003, -213.56631549033625
9.858824595075715, -223.91208699642414, -213.9344845366901
9.858166285914635, -224.17714819097216, -214.305506820917
9.857537641197363, -224.43825672502655, -214.679321518775
