-79.75171252889207, -167.37144368033267, -191.992798649534
-79.74968483884639, -167.28093926830252, -191.98705152886538
-79.7469053917382, -167.19047603281567, -191.98097944554723
-79.74337382946887, -167.10006136495198, -191.97458307784532
-79.73908987712441, -167.0097026698575, -191.96786312677713
-79.73405334335229, -166.91940736142783, -191.96082031598104
-79.72826412099971, -166.8291828641369, -191.95345539209146
-79.72172218744132, -166.73903660908888, -191.94576912467994
-79.71442760495508, -166.6489760324802, -191.93776230635302
-79.70638052102179, -166.55900857365674, -191.92943575280864
-79.69758116856958, -166.4691416731651, -191.9207903028742
-79.68802986616096, -166.37938277080994, -191.9118268185322
-79.67772701812272, -166.28973930370944, -191.90254618492736
-79.66667311462295, -166.20021870437344, -191.8929493103638
-79.65486873169127, -166.1108283987754, -191.8830371262841
-79.64231453118389, -166.0215758044394, -191.87281058723522
-79.62901126069892, -165.93246832854965, -191.8622706708217
-79.61495975343367, -165.84351336605727, -191.85141837764274
-79.60016092799611, -165.75471829782163, -191.84025473121935
-79.58461578815998, -165.6660904887551, -191.828780777904
-79.56832542257459, -165.57763728600136, -191.8169975867822
