9.963019606742874, -204.18448122323585, -198.59636909736616
9.957782930628168, -204.96365841198954, -198.9464362708834
9.952625806200583, -205.7380528259538, -199.30696116886446
9.947554665677435, -206.50737394160927, -199.67819022925838
9.942575595882044, -207.2713220268905, -200.06035555544233
9.937694439672741, -208.02958802425692, -200.45367526361926
9.932916864335091, -208.78185357549108, -200.85835353712588
9.928248406210031, -209.5277911902147, -201.27458043585082
9.92369449812484, -210.26706456133036, -201.70253150115906
9.91926048431605, -210.99932903694503, -202.14236719480584
9.914951566587145, -211.7242322392623, -202.5942321962197
9.910771298717464, -212.4414146335835, -203.05825446805687
9.906721480181238, -213.15051012793145, -203.53454410772457
9.902803755484744, -213.85114716607, -204.0231923066352
9.899019687058829, -214.5429499841305, -204.52427028920278
9.895370743928497, -215.22554004038375, -205.03782825566122
9.891858290166534, -215.8985376182863, -205.5638943639607
9.88848357389727, -216.56156359344905, -206.1024737844208
9.885247717483104, -217.2142413501224, -206.65354786090504
9.882151709421462, -217.85619882744896, -207.2170734116316
9.879196398367853, -218.48707067019393, -207.79298220102856
